Strike ID,Date,Location,Area,Minimum total people killed,Maximum total people killed,Minimum civilians reported killed,Maximum civilians reported killed,Minimum children reported killed,Maximum children reported killed,Minimum reported injured,Maximum reported injured,Strike link,,Index,Strike Effectiveness
Ob323,31/08/2013,"Mossaki, Tehsil Mir Ali",North Waziristan,3,4,0,0,0,0,1,3,http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob323,,374,1
Ob324,06/09/2013,"Tabi, Tehsil Ghulam Khan",North Waziristan,5,7,0,0,0,0,3,7,http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob324,,375,1
Ob325,22/09/2013,"ShawalPalgai area, Thesil Makin",North/South Waziristan,6,7,0,0,0,0,2,4,http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob325,,376,1
Ob326,29/09/2013,Darga Mandi,North Waziristan,3,6,0,0,0,0,1,3,http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob326,,377,1
Ob327,30/09/2013,"Land Char Khel, Tehsil Datta Khel",North Waziristan,1,4,0,0,0,0,2,4,http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob327,,378,1
Ob328,31/10/2013,Miranshah,North Waziristan,0,5,0,0,0,0,3,3,http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob328,,379,1
Ob329,01/11/2013,Dandi Darpakhel,North Waziristan,4,7,0,0,0,0,2,2,http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob329,,380,1
Ob330,21/11/2013,"Tal, Hangu District",Khyber Pakhtunkhwa province,6,9,0,0,0,0,1,9,http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob330,,381,1
Ob331,29/11/2013,Miranshah,North Waziristan,2,3,0,0,0,0,1,2,http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob331,,382,1
Ob332,25/12/2013,"Qutab Khel, Miranshah",North Waziristan,3,4,0,0,0,0,1,1,http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob332,,383,1
Ob333,11/06/2014,Tabi Tolkhel or Darga Mandi,North Waziristan,4,6,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob333,http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#,384,1
Ob334,12/06/2014,"Darga Mandi, Dande Darpakhel or Ghulam Khan",North Waziristan,6,10,0,0,0,0,4,4,http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob334,,385,1
Ob335,18/06/2014,"Darga Mandi, Dande Darpakhel or Miranshah",North Waziristan,4,8,0,0,0,0,2,4,http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob335,,386,1
Ob336,10/07/2014,"Madakhel village, Datta Khel Tehsil",North Waziristan,6,7,0,0,0,0,2,3,http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob336,,387,1
Ob337,16/07/2014,"Saidgai, Datta Khel tehsil",North Waziristan,15,24,0,0,0,0,4,6,http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob337,,388,1
Ob338,19/07/2014,"Doga Madakhel, Datta Khel tehsil",North Waziristan,11,15,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob338,,389,1
Ob339,05/08/2014,"Lawara Mandi village, Datta Khel tehsil",North Waziristan,5,7,0,0,0,0,2,3,http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob339,,390,1
Ob340,24/09/2014,"Alwara Mandi village, Datta Khel tehsil",North Waziristan,5,11,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob340,,391,1
Ob341,28/09/2014,Wana,South Waziristan,2,4,0,0,0,0,1,4,http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob341,,392,1
Ob342,05/10/2014,"Kundhgar, Shawal",South Waziristan,4,5,0,0,0,0,2,3,http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob342,,393,1
Ob343,06/10/2014,"Mangrotai, Shawal",South Waziristan,4,8,0,0,0,0,4,6,http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob343,,394,1
Ob344,07/10/2014,"Kundhgar, Shawal",South Waziristan,4,7,0,0,0,0,5,11,http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob344,,395,1
Ob345,07/10/2014,"Kundser, Datta Khel",North Waziristan,2,4,0,0,0,0,5,5,http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob345,,396,1
Ob346,08/10/2014,"Loman, Datta Khel",North Waziristan,2,4,0,0,0,0,1,3,http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob346,,397,1
Ob347,09/10/2014,Datta Khel,North Waziristan,3,4,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob347,,398,1
Ob348,11/10/2014,Tirah Valley,Khyber Agency,4,6,0,0,0,0,2,2,http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob348,,399,1
Ob349,11/10/2014,"Marga, Shawal",North Waziristan,2,4,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob349,,400,1
Ob350,30/10/2014,"Nargas village, Azam Warsak",South Waziristan,4,7,0,0,0,0,2,2,http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob350,,401,1
Ob351,11/11/2014,"Dawa Toi, Datta Khel",North Waziristan,4,7,0,2,0,2,2,3,http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob351,,402,0.7142857143
Ob352,20/11/2014,Datta Khel,North Waziristan,5,8,0,0,0,0,2,3,http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob352,,403,1
Ob353,26/11/2014,"Garga, Shawal",North Waziristan,4,9,0,0,0,0,2,3,http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob353,,404,1
Ob354,07/12/2014,"Khar Tangi, Datta Khel",North Waziristan,4,6,0,0,0,0,2,2,http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob354,,405,1
Ob355,20/12/2014,Datta Khel,North Waziristan,4,6,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob355,,406,1
Ob356,26/12/2014,"Kund/Kundghar village, Shawal",North Waziristan,4,5,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob356,,407,1
Ob357,26/12/2014,"Kund/Kundghar village, Shawal",North Waziristan,3,4,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob357,,408,1
Ob358,04/01/2015,"Alwara Mandi, Datta Khel or Shawal",North Waziristan,6,10,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/01/05/obama-2015-pakistan-drone-strikes/#Ob358,http://www.thebureauinvestigates.com/2015/01/05/obama-2015-pakistan-drone-strikes/#,409,1
Ob359,15/01/2015,Shawal,North Waziristan,5,7,2,2,0,0,0,0,http://www.thebureauinvestigates.com/2015/01/05/obama-2015-pakistan-drone-strikes/#Ob359,,410,0.7142857143
Ob360,15/01/2015,Ladha district,South Waziristan,4,7,0,0,0,0,3,4,http://www.thebureauinvestigates.com/2015/01/05/obama-2015-pakistan-drone-strikes/#Ob360,,411,1
Ob361,19/01/2015,"Shahi Khel, Shawal",North Waziristan,5,7,0,0,0,0,4,6,http://www.thebureauinvestigates.com/2015/01/05/obama-2015-pakistan-drone-strikes/#Ob361,,412,1
Ob362,28/01/2015,Shawal,North Waziristan,6,7,0,0,0,0,2,4,http://www.thebureauinvestigates.com/2015/01/05/obama-2015-pakistan-drone-strikes/#Ob362,,413,1
Ob363,18/03/2015,Shabak,Kurram Agency,3,3,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/01/05/obama-2015-pakistan-drone-strikes/#Ob363,,414,1
Ob364,12/04/2015,Shawal,North Waziristan,4,4,0,0,0,0,2,2,http://www.thebureauinvestigates.com/2015/01/05/obama-2015-pakistan-drone-strikes/#Ob364,,415,1
Ob365,16/05/2015,"Wara Mandi, Shawal",North Waziristan,4,7,0,0,0,0,2,2,http://www.thebureauinvestigates.com/2015/01/05/obama-2015-pakistan-drone-strikes/#Ob365,,416,1
Ob366,18/05/2015,"Zoy Nari, Shawal",North Waziristan,3,6,0,0,0,0,2,3,http://www.thebureauinvestigates.com/2015/01/05/obama-2015-pakistan-drone-strikes/#Ob366,,417,1
Ob367,01/06/2015,Shawal,North Waziristan,4,5,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/01/05/obama-2015-pakistan-drone-strikes/#Ob367,,418,1
Ob368,06/06/2015,Shawal or Datta Khel,North Waziristan,7,9,0,3,0,0,4,4,http://www.thebureauinvestigates.com/2015/01/05/obama-2015-pakistan-drone-strikes/#Ob368,,419,0.6666666667
Ob369,06/08/2015,"Alwara Mandi area, Datta Khel",North Waziristan,4,7,0,0,0,0,2,3,http://www.thebureauinvestigates.com/2015/01/05/obama-2015-pakistan-drone-strikes/#Ob369,,420,1
Ob370,01/09/2015,"Karwanda village, Manzarkhel area, Dattakhel sub-division or Lawara Banga area of Shawal valley",North Waziristan,5,6,0,0,0,0,4,4,http://www.thebureauinvestigates.com/2015/01/05/obama-2015-pakistan-drone-strikes/#Ob370,,421,1
Ob371,09/01/2016,"Mangrooti village, Shawal valley, Datta Khel tehsil",North Waziristan,5,5,0,0,0,0,2,2,https://www.thebureauinvestigates.com/2016/01/11/obama-2016-pakistan-drone-strikes/#Ob371,https://www.thebureauinvestigates.com/2016/01/11/obama-2016-pakistan-drone-strikes/#,422,1
Ob372,22/02/2016,"Shahidano Dhand, Lower Kurram",Kurram Agency,4,5,0,0,0,0,1,4,https://www.thebureauinvestigates.com/2016/01/11/obama-2016-pakistan-drone-strikes/#Ob372,https://www.thebureauinvestigates.com/2016/01/11/obama-2016-pakistan-drone-strikes/#,423,1
Ob373,21/05/2016,Ahmad Wal,Balochistan,2,2,1,1,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/11/obama-2016-pakistan-drone-strikes/#Ob373,,424,0.5
T001,02/03/2017,Unknown,Kurram Agency,2,2,0,0,0,0,0,0,,,425,1
T002,26/04/2017,Zuwai,North Waziristan,7,11,0,3,0,0,0,0,,,426,0.7272727273
T003,24/05/2017,Unknown,North Waziristan,2,3,0,0,0,0,0,0,,,427,1
T004,13/06/2017,Hangu district,Khyber Pakhtunkhwa province,1,3,0,0,0,0,0,3,,,428,1
T005,15/09/2017,Ghuz Ghari village,Kurram Agency,3,3,0,0,0,0,1,2,,,429,1
T006,24/01/2018,Unclear,Unclear,1,3,0,0,0,0,0,0,,,430,1
